Starting scans... Scan started. 13:58:18.165
D9:CB:6E:1F:48:82, -60 13:58:18.245
F2:50:9D:7E:C8:0C, -59 13:58:18.475
E8:08:F6:27:8A:28, -65 13:58:18.510
E8:08:F6:27:8A:28, -56 13:58:19.120
D9:CB:6E:1F:48:82, -50 13:58:19.126
F2:50:9D:7E:C8:0C, -57 13:58:19.376
E8:08:F6:27:8A:28, -61 13:58:19.741
D9:CB:6E:1F:48:82, -53 13:58:19.745
F2:50:9D:7E:C8:0C, -52 13:58:19.990
D9:CB:6E:1F:48:82, -55 13:58:20.355
E8:08:F6:27:8A:28, -63 13:58:20.356
E8:08:F6:27:8A:28, -61 13:58:20.570
F2:50:9D:7E:C8:0C, -55 13:58:20.605
D9:CB:6E:1F:48:82, -50 13:58:20.965
D9:CB:6E:1F:48:82, -54 13:58:21.165
E8:08:F6:27:8A:28, -63 13:58:21.180
F2:50:9D:7E:C8:0C, -57 13:58:21.225
D9:CB:6E:1F:48:82, -50 13:58:21.781
E8:08:F6:27:8A:28, -56 13:58:21.796
F2:50:9D:7E:C8:0C, -52 13:58:21.835
E8:08:F6:27:8A:28, -63 13:58:22.085
D9:CB:6E:1F:48:82, -53 13:58:22.405
F2:50:9D:7E:C8:0C, -55 13:58:22.455
E8:08:F6:27:8A:28, -56 13:58:22.700
D9:CB:6E:1F:48:82, -55 13:58:23.016
F2:50:9D:7E:C8:0C, -55 13:58:23.280
E8:08:F6:27:8A:28, -61 13:58:23.315
D9:CB:6E:1F:48:82, -50 13:58:23.925
E8:08:F6:27:8A:28, -56 13:58:23.926
E8:08:F6:27:8A:28, -61 13:58:24.540
D9:CB:6E:1F:48:82, -53 13:58:24.541
F2:50:9D:7E:C8:0C, -52 13:58:24.780
E8:08:F6:27:8A:28, -63 13:58:25.155
D9:CB:6E:1F:48:82, -54 13:58:25.156
F2:50:9D:7E:C8:0C, -56 13:58:25.390
D9:CB:6E:1F:48:82, -54 13:58:25.976
E8:08:F6:27:8A:28, -63 13:58:25.980
F2:50:9D:7E:C8:0C, -57 13:58:26.005
D9:CB:6E:1F:48:82, -50 13:58:26.586
E8:08:F6:27:8A:28, -56 13:58:26.595
F2:50:9D:7E:C8:0C, -52 13:58:26.635
D9:CB:6E:1F:48:82, -53 13:58:27.201
F2:50:9D:7E:C8:0C, -56 13:58:27.250
E8:08:F6:27:8A:28, -56 13:58:27.500
D9:CB:6E:1F:48:82, -54 13:58:27.806
F2:50:9D:7E:C8:0C, -57 13:58:27.866
F2:50:9D:7E:C8:0C, -56 13:58:28.076
E8:08:F6:27:8A:28, -61 13:58:28.110
D9:CB:6E:1F:48:82, -50 13:58:28.421
F2:50:9D:7E:C8:0C, -57 13:58:28.691
E8:08:F6:27:8A:28, -63 13:58:28.716
F2:50:9D:7E:C8:0C, -57 13:58:28.766
F2:50:9D:7E:C8:0C, -56 13:58:28.971
D9:CB:6E:1F:48:82, -50 13:58:29.335
E8:08:F6:27:8A:28, -56 13:58:29.341
F2:50:9D:7E:C8:0C, -57 13:58:29.590
D9:CB:6E:1F:48:82, -53 13:58:29.946
E8:08:F6:27:8A:28, -61 13:58:29.950
F2:50:9D:7E:C8:0C, -52 13:58:30.215
D9:CB:6E:1F:48:82, -54 13:58:30.551
E8:08:F6:27:8A:28, -63 13:58:30.561
E8:08:F6:27:8A:28, -61 13:58:30.771
F2:50:9D:7E:C8:0C, -56 13:58:30.826
D9:CB:6E:1F:48:82, -54 13:58:31.381
E8:08:F6:27:8A:28, -63 13:58:31.395
F2:50:9D:7E:C8:0C, -57 13:58:31.441
D9:CB:6E:1F:48:82, -50 13:58:31.996
E8:08:F6:27:8A:28, -56 13:58:32.001
F2:50:9D:7E:C8:0C, -52 13:58:32.056
E8:08:F6:27:8A:28, -63 13:58:32.285
D9:CB:6E:1F:48:82, -53 13:58:32.611
F2:50:9D:7E:C8:0C, -52 13:58:32.881
E8:08:F6:27:8A:28, -56 13:58:32.905
D9:CB:6E:1F:48:82, -54 13:58:33.221
F2:50:9D:7E:C8:0C, -56 13:58:33.491
E8:08:F6:27:8A:28, -61 13:58:33.525
F2:50:9D:7E:C8:0C, -52 13:58:33.770
D9:CB:6E:1F:48:82, -50 13:58:33.830
D9:CB:6E:1F:48:82, -54 13:58:34.126
E8:08:F6:27:8A:28, -63 13:58:34.135
F2:50:9D:7E:C8:0C, -56 13:58:34.381
E8:08:F6:27:8A:28, -56 13:58:34.750
D9:CB:6E:1F:48:82, -50 13:58:34.751
F2:50:9D:7E:C8:0C, -57 13:58:34.991
E8:08:F6:27:8A:28, -61 13:58:35.571
D9:CB:6E:1F:48:82, -53 13:58:35.575
F2:50:9D:7E:C8:0C, -56 13:58:35.611
D9:CB:6E:1F:48:82, -54 13:58:36.266
D9:CB:6E:1F:48:82, -50 13:58:36.795
E8:08:F6:27:8A:28, -56 13:58:36.816
F2:50:9D:7E:C8:0C, -52 13:58:36.825
E8:08:F6:27:8A:28, -63 13:58:37.080
D9:CB:6E:1F:48:82, -53 13:58:37.405
F2:50:9D:7E:C8:0C, -56 13:58:37.435
E8:08:F6:27:8A:28, -56 13:58:37.706
D9:CB:6E:1F:48:82, -54 13:58:38.016
F2:50:9D:7E:C8:0C, -57 13:58:38.050
E8:08:F6:27:8A:28, -61 13:58:38.326
D9:CB:6E:1F:48:82, -50 13:58:38.631
F2:50:9D:7E:C8:0C, -52 13:58:38.651
D9:CB:6E:1F:48:82, -54 13:58:38.925
E8:08:F6:27:8A:28, -63 13:58:38.940
